AlbumID,ArtistID,AlbumTitle,ReleaseYear
444,625,Album_244,2008
445,769,Album_245,2019
446,842,Album_246,1987
447,634,,2014
448,1093,Album_248,2017
449,523,Album_249,1985
450,460,Album_250,2006
451,158,Album_251,1998
452,550,Album_252,2021
453,277,Album_253,2002
454,433,Album_254,2001
455,572,Album_255,1989
456,393,Album_256,2009
457,803,Album_257,1985
458,405,Album_258,2017
459,1081,Album_259,2023
460,849,Album_260,2021
461,729,,1991
462,162,Album_262,1992
463,595,Album_263,2011
464,830,Album_264,2015
465,487,Album_265,2024
466,339,Album_266,1987
467,458,Album_267,2020
468,972,Album_268,1984
469,193,Album_269,2021
470,930,Album_270,1989
471,871,Album_271,2002
472,308,Album_272,2018
473,383,Album_273,1981
474,943,Album_274,1985
475,1079,,2010
476,651,Album_276,2022
477,649,Album_277,1999
478,181,Album_278,1983
479,631,Album_279,2000
480,587,Album_280,1985
481,1039,Album_281,1992
482,933,Album_282,1986
483,452,Album_283,2022
484,376,Album_284,2018
485,151,Album_285,2014
486,443,Album_286,1996
487,816,Album_287,1986
488,726,,1980
489,719,Album_289,1988
490,241,Album_290,2004
491,426,Album_291,1997
492,337,Album_292,2004
493,850,Album_293,2008
494,843,Album_294,2006
495,869,Album_295,1992
496,146,Album_296,1988
497,567,Album_297,1999
498,548,Album_298,2010
499,1003,Album_299,2024
500,1065,Album_300,2003
501,943,Album_301,1987
502,269,Album_302,2002
503,584,Album_303,2004
504,935,Album_304,2005
505,757,,2011
506,214,Album_306,2022
507,1091,,1997
508,1094,,1993
509,1070,Album_309,2020
510,249,Album_310,1991
511,882,Album_311,1985
512,652,Album_312,1984
513,940,Album_313,2000
514,201,Album_314,2016
515,257,Album_315,2015
516,482,Album_316,2013
517,695,Album_317,1999
518,285,Album_318,1989
519,138,Album_319,1984
520,340,Album_320,1995
521,934,Album_321,2020
522,468,Album_322,1983
523,797,Album_323,2017
524,823,Album_324,1995
525,113,,1982
526,211,Album_326,2016
527,428,,1983
528,127,Album_328,2018
529,763,Album_329,1982
530,870,Album_330,1987
531,1002,Album_331,2023
532,915,Album_332,2017
533,808,Album_333,1984
534,658,Album_334,2004
535,708,Album_335,1989
536,675,,1985
537,522,Album_337,2008
538,515,Album_338,2008
539,940,Album_339,2023
540,617,Album_340,1995
541,399,Album_341,1986
542,200,Album_342,1987
543,956,,2003
544,789,Album_344,1994
545,950,,2022
546,1032,Album_346,2012
547,709,Album_347,1992
548,869,Album_348,2018
549,169,Album_349,1982
550,318,Album_350,2003
551,604,Album_351,2012
552,910,Album_352,2011
553,176,Album_353,2013
554,749,Album_354,1984
555,559,Album_355,1985
556,321,Album_356,1997
557,878,Album_357,1996
558,968,Album_358,1992
559,444,Album_359,1995
560,214,Album_360,2008
561,475,Album_361,2021
562,104,,2018
563,765,Album_363,1986
564,450,Album_364,1990
565,372,Album_365,1998
566,816,Album_366,1987
567,635,Album_367,2011
568,512,Album_368,1980
569,1045,Album_369,2000
570,829,Album_370,1997
571,480,Album_371,2009
572,921,Album_372,1985
573,134,Album_373,1994
574,327,Album_374,2009
575,631,Album_375,2019
576,711,Album_376,2019
577,823,Album_377,1998
578,828,Album_378,2010
579,466,Album_379,2012
580,267,Album_380,2016
581,529,Album_381,2000
582,955,Album_382,1988
583,137,Album_383,2008
584,945,Album_384,2022
585,834,Album_385,1991
586,397,Album_386,1986
587,336,Album_387,2003
588,117,Album_388,2001
589,869,Album_389,1994
590,1029,Album_390,2006
591,570,Album_391,2000
592,374,Album_392,1983
593,617,Album_393,1989
594,364,Album_394,1993
595,124,Album_395,2019
596,382,Album_396,2017
597,593,Album_397,1992
598,368,Album_398,1992
599,1028,Album_399,2019
600,691,Album_400,1982
601,1071,Album_401,2001
602,727,Album_402,2024
603,965,Album_403,1987
604,380,Album_404,1987
605,515,Album_405,2002
606,942,Album_406,1982
607,804,Album_407,1991
608,668,Album_408,2015
609,338,Album_409,1986
610,214,Album_410,1986
611,361,Album_411,2015
612,123,Album_412,2003
613,733,Album_413,1980
614,256,Album_414,2007
615,644,Album_415,2011
616,262,Album_416,1991
617,114,Album_417,2007
618,797,Album_418,2002
619,803,Album_419,2002
620,1090,Album_420,2023
621,368,Album_421,1997
622,233,Album_422,2005
623,480,Album_423,2003
624,142,Album_424,1986
625,950,Album_425,2013
626,968,Album_426,2006
627,876,Album_427,2000
628,760,Album_428,1990
629,731,Album_429,2020
630,689,Album_430,1980
631,426,Album_431,2014
632,777,Album_432,2007
633,112,Album_433,2016
634,478,Album_434,1985
635,175,Album_435,2021
636,1075,Album_436,1989
637,192,Album_437,1993
638,376,Album_438,2002
639,937,Album_439,2006
640,658,Album_440,1996
641,791,,2019
642,615,Album_442,1991
643,631,Album_443,2010
644,171,Album_444,2017
645,728,Album_445,1993
646,558,,2015
647,1028,Album_447,2015
648,877,Album_448,2007
649,639,Album_449,1992
650,920,Album_450,1997
651,356,Album_451,1994
652,318,Album_452,2020
653,219,Album_453,2007
654,783,Album_454,1996
655,757,Album_455,1991
656,265,Album_456,1993
657,265,Album_457,2001
658,778,,2011
659,560,Album_459,2020
660,955,Album_460,1991
661,970,Album_461,1980
662,1031,Album_462,2023
663,129,,2013
664,186,Album_464,1988
665,992,Album_465,1989
666,391,Album_466,1984
667,597,Album_467,2012
668,254,Album_468,1983
669,108,Album_469,2003
670,827,Album_470,2012
671,468,Album_471,1981
672,307,Album_472,1980
673,814,Album_473,2007
674,459,Album_474,2000
675,503,Album_475,1999
676,123,Album_476,1981
677,101,Album_477,1997
678,935,Album_478,2024
679,900,Album_479,2013
680,976,Album_480,1990
681,935,Album_481,2022
682,849,,1996
683,910,Album_483,2002
684,998,Album_484,2019
685,483,,1996
686,479,,2021
687,918,Album_487,2002
688,598,Album_488,2019
689,472,Album_489,2014
690,986,Album_490,2016
691,759,Album_491,2018
692,1051,Album_492,2022
693,746,Album_493,1998
694,615,Album_494,1991
695,773,Album_495,1988
696,639,Album_496,1997
697,623,Album_497,2020
698,351,Album_498,1995
699,915,Album_499,1985
700,1024,Album_500,1993
701,471,Album_501,2004
702,481,Album_502,2002
703,257,,1999
704,907,Album_504,1980
705,478,Album_505,1998
706,329,Album_506,1998
707,736,Album_507,1987
708,1083,Album_508,2016
709,693,Album_509,2010
710,185,Album_510,2016
711,641,Album_511,2018
712,1006,Album_512,2019
713,174,Album_513,2005
714,568,Album_514,1992
715,1073,Album_515,2001
716,623,Album_516,2022
717,833,Album_517,2020
718,1075,Album_518,2016
719,213,Album_519,1995
720,1092,Album_520,1989
721,1081,Album_521,2017
722,628,Album_522,1983
723,218,Album_523,1983
724,847,Album_524,2006
725,616,Album_525,2001
726,673,Album_526,1995
727,243,Album_527,2006
728,964,Album_528,1980
729,606,Album_529,1984
730,101,Album_530,1993
731,417,Album_531,2013
732,218,Album_532,2009
733,523,Album_533,2022
734,814,Album_534,2000
735,247,Album_535,1983
736,257,Album_536,2016
737,596,Album_537,2024
738,363,Album_538,2012
739,564,Album_539,1994
740,386,Album_540,2022
741,129,Album_541,2012
742,151,Album_542,2023
743,311,Album_543,1998
744,199,Album_544,1993
745,201,Album_545,2010
746,1066,Album_546,1985
747,1071,Album_547,1981
748,825,Album_548,2020
749,995,Album_549,2015
750,175,Album_550,2011
751,592,Album_551,2003
752,466,Album_552,1982
753,472,Album_553,2023
754,994,Album_554,2006
755,102,Album_555,1999
756,440,Album_556,2020
757,485,Album_557,1983
758,845,Album_558,2011
759,328,Album_559,1999
760,986,Album_560,2012
761,626,Album_561,2017
762,244,Album_562,2016
763,754,Album_563,1983
764,682,Album_564,1985
765,243,Album_565,2007
766,458,Album_566,1998
767,829,Album_567,2020
768,654,Album_568,2021
769,191,Album_569,1985
770,599,Album_570,1980
771,180,Album_571,2017
772,692,Album_572,1982
773,969,Album_573,1991
774,759,Album_574,2018
775,579,Album_575,2000
776,626,Album_576,1995
777,395,,1985
778,913,Album_578,1990
779,822,Album_579,1986
780,221,Album_580,1981
781,715,Album_581,2022
782,799,Album_582,2003
783,1031,Album_583,2015
784,240,Album_584,1982
785,581,Album_585,2016
786,626,,2021
787,400,Album_587,1991
788,793,Album_588,2024
789,253,Album_589,2024
790,831,Album_590,1983
791,642,Album_591,1993
792,185,,1984
793,151,Album_593,1987
794,251,Album_594,2010
795,606,Album_595,2006
796,410,Album_596,1986
797,283,Album_597,1997
798,691,Album_598,2001
799,495,,1982
800,758,Album_600,1998
801,1093,Album_601,2002
802,324,Album_602,2000
803,553,Album_603,2015
804,719,Album_604,1992
805,994,Album_605,1983
806,579,Album_606,1982
807,183,Album_607,1993
808,128,Album_608,2018
809,1027,Album_609,2014
810,708,Album_610,2008
811,863,Album_611,1989
812,146,Album_612,2020
813,587,Album_613,2008
814,208,Album_614,2002
815,195,Album_615,2024
816,960,Album_616,2006
817,358,Album_617,1995
818,345,Album_618,2006
819,103,Album_619,2014
820,329,Album_620,2010
821,921,Album_621,1981
822,715,Album_622,1999
823,390,Album_623,1984
824,1085,,1990
825,791,Album_625,1985
826,251,Album_626,1980
827,792,Album_627,2017
828,895,Album_628,2015
829,498,Album_629,1993
830,314,Album_630,1991
831,207,Album_631,1982
832,848,Album_632,2003
833,848,Album_633,2022
834,493,Album_634,2012
835,683,Album_635,2011
836,120,Album_636,1982
837,370,Album_637,2000
838,539,Album_638,2009
839,279,Album_639,2017
840,885,Album_640,2012
841,112,Album_641,1987
842,873,Album_642,1986
843,766,Album_643,2013
844,689,Album_644,1982
845,120,Album_645,2005
846,260,Album_646,2006
847,279,Album_647,2015
848,781,Album_648,2000
849,629,Album_649,1982
850,268,Album_650,1983
851,882,Album_651,1999
852,654,Album_652,1981
853,671,Album_653,2006
854,975,Album_654,1988
855,936,Album_655,2005
856,484,Album_656,2018
857,563,Album_657,1990
858,560,Album_658,1981
859,378,Album_659,2015
860,1000,Album_660,2019
861,390,Album_661,2018
862,330,Album_662,2014
863,581,Album_663,2018
864,303,Album_664,2000
865,539,Album_665,1980
866,1049,Album_666,2012
867,574,Album_667,1998
868,1026,Album_668,2010
869,498,Album_669,2013
870,663,Album_670,2005
871,131,Album_671,2015
872,663,Album_672,1990
873,554,Album_673,2022
874,151,Album_674,1984
875,419,Album_675,1993
876,120,Album_676,1994
877,501,Album_677,1990
878,571,,1986
879,1015,Album_679,1990
880,928,Album_680,1985
881,234,Album_681,2013
882,1043,Album_682,2023
883,777,Album_683,1983
884,263,Album_684,2009
885,907,Album_685,1996
886,837,Album_686,1995
887,336,Album_687,1989
888,842,Album_688,1985
889,479,Album_689,2022
890,551,Album_690,2024
891,209,Album_691,2020
892,310,,1983
893,558,Album_693,2024
894,631,Album_694,1989
895,1081,Album_695,2023
896,484,Album_696,1985
897,866,Album_697,1980
898,144,Album_698,1993
899,846,Album_699,1998
900,1090,Album_700,2015
901,570,Album_701,1983
902,130,Album_702,1981
903,440,Album_703,2019
904,502,Album_704,1998
905,1066,Album_705,1988
906,309,Album_706,1998
907,538,Album_707,2013
908,603,Album_708,2021
909,742,Album_709,1985
910,181,Album_710,1989
911,935,Album_711,2013
912,103,Album_712,1995
913,960,Album_713,1986
914,941,Album_714,1980
915,179,Album_715,2012
916,480,,2012
917,760,Album_717,2017
918,678,Album_718,2022
919,642,,2019
920,735,Album_720,2012
921,524,Album_721,1996
922,332,,1982
923,838,Album_723,1995
924,109,Album_724,1987
925,202,Album_725,1994
926,606,Album_726,2003
927,622,Album_727,2009
928,883,Album_728,1996
929,855,Album_729,1999
930,384,Album_730,1988
931,218,Album_731,1997
932,646,Album_732,1992
933,632,Album_733,1987
934,1025,Album_734,2001
935,1042,Album_735,1996
936,369,Album_736,2012
937,770,Album_737,1988
938,641,Album_738,2022
939,1088,Album_739,1988
940,481,Album_740,2001
941,710,Album_741,2001
942,371,Album_742,2001
943,740,Album_743,2016
944,121,Album_744,1998
945,469,Album_745,1986
946,1063,,2004
947,846,Album_747,2020
948,328,Album_748,2022
949,417,Album_749,2003
950,141,Album_750,2018
951,1094,Album_751,2004
952,851,Album_752,1998
953,587,Album_753,2023
954,582,,2002
955,305,Album_755,1996
956,701,Album_756,1989
957,759,Album_757,2012
958,798,Album_758,1987
959,625,Album_759,2017
960,256,Album_760,2016
961,1022,Album_761,1988
962,1068,Album_762,1987
963,984,Album_763,1995
964,666,Album_764,1996
965,705,Album_765,1996
966,683,Album_766,1981
967,293,Album_767,2018
968,116,,1994
969,290,Album_769,2022
970,602,Album_770,1983
971,257,Album_771,1996
972,928,Album_772,1996
973,259,Album_773,2011
974,446,Album_774,2009
975,124,Album_775,1996
976,905,Album_776,1989
977,642,Album_777,2002
978,752,Album_778,1990
979,405,Album_779,1985
980,577,Album_780,2005
981,264,Album_781,2019
982,251,Album_782,2000
983,536,Album_783,1986
984,851,Album_784,1998
985,290,Album_785,2010
986,208,Album_786,2018
987,411,Album_787,2006
988,224,Album_788,1991
989,918,Album_789,2023
990,888,Album_790,1992
991,767,Album_791,2008
992,456,Album_792,1999
993,657,Album_793,2007
994,666,Album_794,1982
995,528,Album_795,2014
996,850,Album_796,1997
997,430,,2007
998,808,Album_798,1991
999,710,Album_799,2018
1000,757,Album_800,2020
1001,597,Album_801,2004
1002,479,Album_802,1994
1003,592,Album_803,1988
1004,570,Album_804,1982
1005,397,Album_805,2003
1006,1051,Album_806,2024
1007,295,Album_807,1989
1008,484,Album_808,1992
1009,831,Album_809,2023
1010,690,Album_810,2021
1011,809,Album_811,2002
1012,387,Album_812,2017
1013,785,Album_813,2004
1014,285,Album_814,2014
1015,319,Album_815,2019
1016,566,Album_816,2017
1017,974,Album_817,2012
1018,278,Album_818,2011
1019,734,Album_819,1989
1020,237,Album_820,2010
1021,838,Album_821,2002
1022,1009,Album_822,1986
1023,239,Album_823,2021
1024,307,Album_824,2011
1025,288,Album_825,2004
1026,603,Album_826,2006
1027,827,Album_827,1982
1028,348,Album_828,1988
1029,1079,Album_829,2002
1030,906,Album_830,2003
1031,839,Album_831,1992
1032,557,Album_832,1997
1033,266,Album_833,1984
1034,491,Album_834,2022
1035,458,Album_835,2011
1036,514,Album_836,2014
1037,695,Album_837,1999
1038,970,Album_838,2016
1039,488,Album_839,2020
1040,231,Album_840,2002
1041,333,Album_841,2013
1042,417,Album_842,2016
1043,503,Album_843,2003
1044,642,Album_844,1996
1045,945,Album_845,2022
1046,889,Album_846,2020
1047,489,Album_847,1997
1048,461,Album_848,1981
1049,782,Album_849,2003
1050,633,Album_850,1984
1051,963,Album_851,2023
1052,788,Album_852,2013
1053,146,Album_853,1988
1054,975,,2011
1055,384,Album_855,1992
1056,747,Album_856,1990
1057,708,,1989
1058,379,Album_858,2019
1059,940,Album_859,1986
1060,675,Album_860,2014
1061,590,Album_861,2014
1062,1073,Album_862,1986
1063,189,Album_863,2000
1064,490,Album_864,1998
1065,169,Album_865,2007
1066,826,Album_866,1994
1067,643,Album_867,1996
1068,907,Album_868,2006
1069,596,Album_869,1981
1070,449,Album_870,1994
1071,556,Album_871,2011
1072,440,Album_872,1991
1073,800,Album_873,1981
1074,861,Album_874,2003
1075,247,Album_875,2020
1076,673,Album_876,2011
1077,491,Album_877,2014
1078,296,Album_878,2016
1079,945,Album_879,2006
1080,555,,2011
1081,550,Album_881,2017
1082,970,Album_882,2013
1083,290,Album_883,2021
1084,576,Album_884,2022
1085,1092,Album_885,2007
1086,802,Album_886,1999
1087,681,Album_887,2011
1088,241,Album_888,2020
1089,846,Album_889,1984
1090,1097,Album_890,2003
1091,716,Album_891,1982
1092,471,Album_892,1981
1093,484,Album_893,2015
1094,266,Album_894,2001
1095,1040,,2012
1096,512,Album_896,1991
1097,518,Album_897,2010
1098,898,Album_898,1981
1099,646,Album_899,2006
1100,605,Album_900,2014
1101,771,Album_901,1985
1102,584,Album_902,1994
1103,374,Album_903,1994
1104,568,Album_904,1999
1105,872,Album_905,2021
1106,1038,Album_906,2021
1107,536,Album_907,2006
1108,704,Album_908,2017
1109,194,Album_909,2017
1110,592,Album_910,1992
1111,638,Album_911,2010
1112,888,Album_912,2018
1113,824,,2021
1114,767,Album_914,2020
1115,143,Album_915,2002
1116,567,,2018
1117,138,Album_917,2002
1118,430,Album_918,1999
1119,804,Album_919,2002
1120,747,Album_920,2012
1121,656,Album_921,2009
1122,678,Album_922,2022
1123,1057,Album_923,2005
1124,432,Album_924,1983
1125,859,Album_925,2010
1126,688,Album_926,1989
1127,892,Album_927,2003
1128,461,Album_928,1990
1129,317,Album_929,2024
1130,462,Album_930,2011
1131,245,Album_931,2011
1132,1013,Album_932,2008
1133,949,Album_933,1997
1134,811,Album_934,2012
1135,785,Album_935,2007
1136,201,Album_936,2006
1137,1088,Album_937,1992
1138,364,Album_938,1981
1139,1061,Album_939,1995
1140,1000,Album_940,1992
1141,151,Album_941,2009
1142,470,Album_942,2021
1143,236,Album_943,2024
1144,300,Album_944,2005
1145,304,Album_945,1985
1146,948,Album_946,2016
1147,517,Album_947,2007
1148,263,Album_948,2004
1149,807,Album_949,2015
1150,981,Album_950,2002
1151,1058,Album_951,1986
1152,343,Album_952,2000
1153,809,Album_953,1996
1154,273,Album_954,1996
1155,815,Album_955,2006
1156,1074,Album_956,1985
1157,950,Album_957,1995
1158,227,Album_958,2004
1159,355,Album_959,1991
1160,583,Album_960,2012
1161,554,,2013
1162,119,Album_962,2016
1163,339,Album_963,1998
1164,403,Album_964,2001
1165,536,Album_965,2006
1166,1053,Album_966,2018
1167,761,Album_967,1996
1168,394,,2005
1169,106,Album_969,2002
1170,238,Album_970,1996
1171,1073,Album_971,2004
1172,405,Album_972,1980
1173,443,Album_973,2013
1174,348,Album_974,2023
1175,446,Album_975,2002
1176,827,Album_976,2024
1177,775,Album_977,2013
1178,220,Album_978,1985
1179,175,Album_979,2001
1180,903,Album_980,1985
1181,1064,Album_981,2008
1182,971,Album_982,2008
1183,888,Album_983,1994
1184,327,Album_984,1988
1185,915,Album_985,1985
1186,103,Album_986,2003
1187,604,Album_987,2020
1188,124,Album_988,2021
1189,1072,Album_989,2003
1190,407,Album_990,2006
1191,278,Album_991,2013
1192,492,Album_992,2016
1193,852,Album_993,1997
1194,605,Album_994,1989
1195,943,Album_995,1990
1196,865,Album_996,2019
1197,157,Album_997,2018
1198,1020,Album_998,2004
1199,1060,Album_999,1983
1200,270,Album_1000,2020
1201,359,Album_1001,1983
1202,214,Album_1002,2009
1203,759,Album_1003,2007
1204,332,Album_1004,1980
1205,452,Album_1005,1980
1206,823,Album_1006,1992
1207,361,Album_1007,1995
1208,161,Album_1008,1998
1209,482,Album_1009,2015
1210,176,Album_1010,2012
1211,682,,1994
1212,687,Album_1012,1992
1213,515,Album_1013,2016
1214,495,Album_1014,2002
1215,440,Album_1015,1994
1216,998,Album_1016,1992
1217,473,Album_1017,2003
1218,923,Album_1018,1993
1219,581,Album_1019,1991
1220,1032,Album_1020,1996
1221,1015,Album_1021,2004
1222,491,Album_1022,2007
1223,241,Album_1023,1985
1224,404,Album_1024,2003
1225,480,Album_1025,2022
1226,667,Album_1026,2021
1227,1096,Album_1027,1986
1228,342,Album_1028,2023
1229,679,Album_1029,1984
1230,467,Album_1030,2005
1231,259,Album_1031,1987
1232,482,Album_1032,1998
1233,354,Album_1033,1989
1234,548,Album_1034,2021
1235,676,,1997
1236,921,Album_1036,2024
1237,871,Album_1037,2006
1238,827,Album_1038,1993
1239,1035,Album_1039,1988
1240,1058,Album_1040,1986
1241,563,Album_1041,1992
1242,432,Album_1042,2007
1243,951,Album_1043,1996
1244,448,Album_1044,1993
1245,204,Album_1045,2021
1246,717,Album_1046,1986
1247,321,Album_1047,1997
1248,804,Album_1048,2020
1249,220,Album_1049,2013
1250,503,Album_1050,2002
1251,661,Album_1051,2023
1252,460,Album_1052,1998
1253,354,,2001
1254,259,Album_1054,1984
1255,813,Album_1055,2015
1256,924,Album_1056,1989
1257,922,Album_1057,2024
1258,450,Album_1058,2015
1259,927,Album_1059,1990
1260,457,Album_1060,2002
1261,586,Album_1061,2001
1262,249,Album_1062,2016
1263,675,Album_1063,1995
1264,351,Album_1064,1984
1265,476,Album_1065,1989
1266,318,Album_1066,1998
1267,590,Album_1067,1989
1268,379,Album_1068,2023
1269,453,Album_1069,2016
1270,232,Album_1070,1998
1271,146,Album_1071,2019
1272,981,Album_1072,2014
1273,1007,Album_1073,1991
1274,1061,Album_1074,2012
1275,618,Album_1075,1990
1276,217,Album_1076,2000
1277,298,Album_1077,2020
1278,1053,Album_1078,2005
1279,543,Album_1079,2015
1280,1049,Album_1080,2005
1281,327,Album_1081,2020
1282,914,Album_1082,1991
1283,1040,Album_1083,2007
1284,800,,2012
1285,888,Album_1085,1991
1286,462,Album_1086,1988
1287,887,Album_1087,2015
1288,1086,Album_1088,2004
1289,851,Album_1089,2022
1290,518,Album_1090,2023
1291,809,Album_1091,2014
1292,695,Album_1092,1986
1293,774,Album_1093,1982
1294,1023,Album_1094,2007
1295,1049,Album_1095,1990
1296,472,Album_1096,1982
1297,109,,2012
1298,657,Album_1098,2007
1299,328,Album_1099,2024
1300,761,Album_1100,1990
1301,305,Album_1101,1986
1302,510,Album_1102,2011
1303,1093,Album_1103,2022
1304,447,Album_1104,2011
1305,244,Album_1105,2003
1306,403,Album_1106,1998
1307,703,Album_1107,2015
1308,1056,Album_1108,1986
1309,141,Album_1109,2015
1310,640,Album_1110,1984
1311,902,Album_1111,2004
1312,190,Album_1112,1987
1313,141,Album_1113,2011
1314,589,Album_1114,2013
1315,997,Album_1115,1995
1316,773,Album_1116,1992
1317,332,Album_1117,1982
1318,897,Album_1118,2018
1319,758,Album_1119,1984
1320,1084,,1996
1321,455,Album_1121,2000
1322,1061,Album_1122,1994
1323,182,Album_1123,1993
1324,520,Album_1124,1996
1325,516,Album_1125,2001
1326,129,Album_1126,1981
1327,557,Album_1127,1990
1328,771,Album_1128,1994
1329,436,Album_1129,1999
1330,932,Album_1130,2017
1331,523,Album_1131,1995
1332,652,Album_1132,1999
1333,1028,Album_1133,2004
1334,297,Album_1134,2014
